DATA;FORNECEDOR;DESTINO;ESTADO/MUNICIPIO;TIPO;QUANTIDADE;VALOR;DESTINATARIO;UF
26/06/2020;KTK;RIO DE JANEIRO;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde (NOVA FRIBURGO);RJ
26/06/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;2;96580;Secretaria Municipal de Saúde (NOVA IGUAÇU);RJ
26/06/2020;KTK;RIO DE JANEIRO;MUNICIPIO;UTI;2;120000;Secretaria Municipal de Saúde (NOVA IGUAÇU);RJ
26/06/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;1;48290;Secretaria Municipal de Saúde (PARACAMBI);RJ
26/06/2020;KTK;RIO DE JANEIRO;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (PARACAMBI);RJ
26/06/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;1;48290;Secretaria Municipal de Saúde (QUEIMADOS);RJ
26/06/2020;KTK;RIO DE JANEIRO;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (QUEIMADOS);RJ
26/06/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;4;193160;Secretaria Municipal de Saúde (RIO BONITO);RJ
26/06/2020;KTK;RIO DE JANEIRO;MUNICIPIO;UTI;4;240000;Secretaria Municipal de Saúde (RIO BONITO);RJ
26/06/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;8;386320;Secretaria Municipal de Saúde (SÃO JOÃO DO MERETI);RJ
26/06/2020;KTK;RIO DE JANEIRO;MUNICIPIO;UTI;7;420000;Secretaria Municipal de Saúde (SÃO JOÃO DO MERETI);RJ
26/06/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde (VOLTA REDONDA);RJ
26/06/2020;KTK;RIO DE JANEIRO;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde (VOLTA REDONDA);RJ
07/07/2020;WEG;RIO DE JANEIRO;MUNICIPIO;UTI;10;600000;Hospital Doutor Luiz Palmier;RJ
07/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;10;482900;Hospital Doutor Luiz Palmier;RJ
07/07/2020;WEG;RIO DE JANEIRO;MUNICIPIO;UTI;40;2400000;HOSPITAL DE CAMPANHA COVID 19 SAO GONCALO;RJ
07/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;40;1931600;HOSPITAL DE CAMPANHA COVID 19 SAO GONCALO;RJ
10/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;CARAPEBUS - Secretaria Municipal de Saúde;RJ
10/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;CASIMIRO DE ABREU - Secretaria Municipal de Saúde;RJ
10/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;GUAPIMIRIM - Secretaria Municipal de Saúde;RJ
10/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;ITABORAÍ - Secretaria Municipal de Saúde;RJ
10/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;MANGARATIBA - Secretaria Municipal de Saúde;RJ
10/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;5;241450;RESENDE - Secretaria Municipal de Saúde;RJ
10/07/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;5;300000;RESENDE - Secretaria Municipal de Saúde;RJ
10/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;RIO BONITO - Secretaria Municipal de Saúde;RJ
10/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;2;96580;RIO DAS OSTRAS - Secretaria Municipal de Saúde;RJ
10/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;SÃO JOÃO DA BARRA - Secretaria Municipal de Saúde;RJ
10/07/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;SÃO PEDRO DA ALDEIA - Secretaria Municipal de Saúde;RJ
17/07/2020;VYAIRE;RIO DE JANEIRO;ESTADO;UTI;5;300000;RIO DE JANEIRO - Secretaria Estadual de Saúde  ;RJ
17/07/2020;KTK;RIO DE JANEIRO;ESTADO;TRANSPORTE;8;160000;RIO DE JANEIRO - Secretaria Estadual de Saúde  ;RJ
17/07/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;2;120000;ARARUAMA -  Secretaria Municipal de Saúde ;RJ
17/07/2020;KTK;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;10;200000;ARARUAMA -  Secretaria Municipal de Saúde ;RJ
17/07/2020;KTK;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;8;160000;CARAPEBUS -  Secretaria Municipal de Saúde ;RJ
17/07/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;5;300000;NOVA IGUACU -  Secretaria Municipal de Saúde ;RJ
17/07/2020;KTK;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;5;100000;NOVA IGUACU -  Secretaria Municipal de Saúde ;RJ
24/07/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;6;360000;CAMPOS DOS GOYTACAZES - Secretaria Municipal de Saúde ;RJ
24/07/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;2;120000;CAMPOS DOS GOYTACAZES - Secretaria Municipal de Saúde ;RJ
24/07/2020;KTK;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;6;120000;CAMPOS DOS GOYTACAZES - Secretaria Municipal de Saúde ;RJ
24/07/2020;KTK;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;5;100000;CAMPOS DOS GOYTACAZES - Secretaria Municipal de Saúde ;RJ
24/07/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;1;60000;SÃO JOSE DO VALE DO RIO PRETO - Secretaria Municipal de Saúde ;RJ
24/07/2020;KTK;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;5;100000;SÃO JOSE DO VALE DO RIO PRETO - Secretaria Municipal de Saúde ;RJ
24/07/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;2;120000;TERESOPOLIS - Secretaria Municipal de Saúde ;RJ
24/07/2020;KTK;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;2;40000;TERESOPOLIS - Secretaria Municipal de Saúde ;RJ
10/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;2;96580;SMS de Campos dos Goytacazes ;RJ
10/08/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;3;180000;SMS de Campos dos Goytacazes ;RJ
14/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;SMS de SANTO ANTONIO DE PADUA;RJ
14/08/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;3;180000;SMS de SANTO ANTONIO DE PADUA;RJ
14/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;2;96580;SMS de SAQUAREMA;RJ
14/08/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;3;180000;SMS de SAQUAREMA;RJ
14/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;SMS de SAO FIDELIS;RJ
14/08/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;3;180000;SMS de SAO FIDELIS;RJ
14/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;2;96580;SMS de RIO BONITO;RJ
14/08/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;3;180000;SMS de RIO BONITO;RJ
14/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;5;241450;SMS de PORTO REAL;RJ
14/08/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;5;300000;SMS de PORTO REAL;RJ
21/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;3;144870;SMS de ITABORAI;RJ
21/08/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;7;420000;SMS de ITABORAI;RJ
21/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;2;96580;SMS de PORCIUNCULA;RJ
21/08/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;1;60000;SMS de PORCIUNCULA;RJ
21/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;2;96580;SMS de APERIBE;RJ
21/08/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;2;120000;SMS de APERIBE;RJ
21/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;2;96580;SMS de LAJE DO MURIAE;RJ
21/08/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;2;120000;SMS de LAJE DO MURIAE;RJ
27/08/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;UTI;6;360000;SMS de SAO JOAO DE MERITI;RJ
03/09/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;UTI;3;180000;SMS de NATIVIDADE;RJ
04/09/2020;MAGNAMED;RIO DE JANEIRO;MUNICIPIO;UTI;18;1080000;SMS de RIO DE JANEIRO;RJ
04/09/2020;KTK;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;4;80000;SMS de RIO DE JANEIRO;RJ
04/09/2020;VYAIRE;RIO DE JANEIRO;MUNICIPIO;UTI;20;1200000;SMS de RIO DE JANEIRO;RJ
04/09/2020;KTK;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE;6;120000;SMS de RIO DE JANEIRO;RJ
24/09/2020;VYAIRE LTV 2200 USA;RIO DE JANEIRO;MUNICIPIO;TRANSPORTE USA;5;315629;SMS de AREAL;RJ
24/09/2020;KTK;RIO DE JANEIRO;MUNICIPIO;UTI;6;360000;SMS de MIRACEMA;RJ
22/05/2020;KTK;ALAGOAS;ESTADO;UTI;15;900000;Secretaria Estadual de Saúde;AL
22/05/2020;MAGNAMED;ALAGOAS;ESTADO;TRANSPORTE;15;724350;Secretaria Estadual de Saúde;AL
04/06/2020;VYAIRE;ALAGOAS;ESTADO;UTI;20;1200000;Secretaria Estadual de Saúde;AL
04/06/2020;MAGNAMED;ALAGOAS;ESTADO;TRANSPORTE;17;820930;Secretaria Estadual de Saúde;AL
04/06/2020;MAGNAMED;ALAGOAS;ESTADO;TRANSPORTE;3;144870;Secretaria Estadual de Saúde;AL
16/06/2020;MAGNAMED;ALAGOAS;ESTADO;TRANSPORTE;50;2414500;Secretaria Estadual de Saúde;AL
26/06/2020;VYAIRE;ALAGOAS;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (BELO MONTE);AL
26/06/2020;VYAIRE;ALAGOAS;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (MAJOR IZIDORO);AL
26/06/2020;VYAIRE;ALAGOAS;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (MARAVILHA);AL
26/06/2020;VYAIRE;ALAGOAS;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (MARIBONDO) ;AL
26/06/2020;VYAIRE;ALAGOAS;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (PASSO DO CAMARAGIBE);AL
26/06/2020;MAGNAMED;ALAGOAS;MUNICIPIO;TRANSPORTE;5;241450;Secretaria Municipal de Saúde (SANTANA DO IPANEMA);AL
26/06/2020;VYAIRE;ALAGOAS;MUNICIPIO;UTI;5;300000;Secretaria Municipal de Saúde (SANTANA DO IPANEMA);AL
01/07/2020;MAGNAMED;ALAGOAS;ESTADO;TRANSPORTE;10;482900;Secretaria Estadual de Saúde (Hospital da Mulher Dra. Nise da Silveira);AL 
01/07/2020;VYAIRE;ALAGOAS;ESTADO;UTI;30;1800000;Secretaria Estadual de Saúde (Hospital da Mulher Dra. Nise da Silveira);AL 
04/07/2020;VYAIRE;ALAGOAS;ESTADO ;UTI;10;600000;Secretaria Estadual de Saúde;AL
17/07/2020;VYAIRE;ALAGOAS;ESTADO;UTI;7;420000;MACEIÓ - Secretaria Estadual de Saúde ;AL 
17/07/2020;KTK;ALAGOAS;ESTADO;TRANSPORTE;13;260000;MACEIÓ - Secretaria Estadual de Saúde ;AL 
17/07/2020;VYAIRE;ALAGOAS;MUNICIPIO;UTI;7;420000;ARAPIRACA - Secretaria Municipal de Saúde ;AL 
17/07/2020;KTK;ALAGOAS;MUNICIPIO;TRANSPORTE;8;160000;ARAPIRACA - Secretaria Municipal de Saúde ;AL 
24/07/2020;KTK;ALAGOAS;MUNICIPIO;TRANSPORTE;2;40000;PALMEIRA DOS INDIOS - Secretaria Municipal de Saúde ;AL 
14/08/2020;MAGNAMED;ALAGOAS;MUNICIPIO;TRANSPORTE;2;96580;SMS DE  SAO JOSE DA TAPERA;AL 
21/08/2020;MAGNAMED;ALAGOAS;MUNICIPIO;TRANSPORTE;1;48290;SECR MUN DE SAUDE DE DELMIRO GOUVEIA  AL;AL 
02/10/2020;KTK;ALAGOAS;MUNICIPIO;TRANSPORTE;3;60000;SECR MUN DE SAUDE DE MARAGOGI  AL;AL
02/10/2020;KTK;ALAGOAS;MUNICIPIO;TRANSPORTE;8;160000;SECR MUN DE SAUDE DE MARAGOGI  AL;AL
30/05/2020;WEG;BAHIA;ESTADO;UTI;30;1800000;Secretaria Estadual de Saúde;BA
30/05/2020;MAGNAMED;BAHIA;ESTADO;TRANSPORTE;30;1448700;Secretaria Estadual de Saúde;BA
04/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;10;482900;SALVADOR - Secretaria Municipal de Saúde;BA
04/06/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;600000;SALVADOR - Secretaria Municipal de Saúde;BA
04/06/2020;VYAIRE;BAHIA;ESTADO;UTI;40;2400000;Secretaria Estadual de Saúde;BA
07/06/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;20;1200000;SALVADOR - Secretaria Municipal de Saúde;BA
07/06/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;600000;SALVADOR - Secretaria Municipal de Saúde;BA
07/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;30;1448700;SALVADOR - Secretaria Municipal de Saúde;BA
08/06/2020;WEG;BAHIA;MUNICIPIO;UTI;10;600000;Barreiras (Hospital do Oeste de Barriras);BA
08/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;Barreiras (Hospital do Oeste de Barriras);BA
08/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;48290;Barreiras (Hospital do Oeste de Barriras);BA
12/06/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;4;240000;Secretaria Municipal de Saúde (Feira de Santana);BA
12/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;3;144870;Secretaria Municipal de Saúde (Feira de Santana);BA
16/06/2020;MAGNAMED;BAHIA;ESTADO;TRANSPORTE;27;1303830;Secretaria Estadual de Saúde;BA
16/06/2020;VYAIRE;BAHIA;ESTADO;UTI;27;1620000;Secretaria Estadual de Saúde;BA
26/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;48290;Secretaria Municipal de Saúde (CASA NOVA);BA
26/06/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (CASA NOVA);BA
26/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;48290;Secretaria Municipal de Saúde (ITAMARAJU);BA
26/06/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;1;60000;Secretaria Municipal de Saúde (ITAMARAJU);BA
26/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;10;482900;Secretaria Municipal de Saúde  (JACOBINA);BA
26/06/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;600000;Secretaria Municipal de Saúde  (JACOBINA);BA
26/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;Secretaria Municipal de Saúde (JUAZEIRO);BA
26/06/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;Secretaria Municipal de Saúde (JUAZEIRO);BA
26/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;Secretaria Municipal de Saúde (MATA DO SÃO JOÃO);BA
26/06/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;120000;Secretaria Municipal de Saúde (MATA DO SÃO JOÃO);BA
26/06/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;20;965800;Secretaria Municipal de Saúde (SERRINHA);BA
04/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;600000;Secretaria Municipal de Saúde (ITABUNA);BA
04/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;5;100000;Secretaria Municipal de Saúde (ITABUNA);BA
07/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;5;300000;Juazeiro - Pró-Mater;BA
07/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;5;241450;Juazeiro - Pró-Mater;BA
07/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;3;180000;Paulo Afonso - Nair Alves;BA
07/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;4;193160;Paulo Afonso - Nair Alves;BA
07/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;5;300000;SALVADOR - HOSPITAL DA SAGRADA FAMILIA;BA
07/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;5;241450;SALVADOR - HOSPITAL DA SAGRADA FAMILIA;BA
07/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;600000;SALVADOR - HOSPITAL DE SALVADOR;BA
07/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;10;482900;SALVADOR - HOSPITAL DE SALVADOR;BA
07/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;600000;SALVADOR - Pronto ATENDIMENTO;BA
07/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;10;482900;SALVADOR - Pronto ATENDIMENTO;BA
07/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;3;180000;Senhor do Bonfim - Hospital de Sr. do Bonfim;BA
07/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;4;193160;Senhor do Bonfim - Hospital de Sr. do Bonfim;BA
07/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;5;300000;Vitória da Conquista - Hospital das Clínicas de Conquista;BA
07/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;5;241450;Vitória da Conquista - Hospital das Clínicas de Conquista;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;30;1448700;Bahia - Secretaria Estadual de Saúde;BA
10/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;17;1020000;Bahia - Secretaria Estadual de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;48290;ABAIRA - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;BARRA DO CHOÇA - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;48290;BARROCAS - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;CACULÉ - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;CAMAÇARI - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;CAMAÇARI - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;96580;CAMAÇARI - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;5;241450;CAMPO ALEGRE DE LOURDES - Secretaria Municipal de Saúde;BA
10/07/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;5;241450;CAMPO FORMOSO - Secretaria Municipal de Saúde;BA
10/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;5;300000;CAMPO FORMOSO - Secretaria Municipal de Saúde;BA
